"item","dimension_theorique","F1","F2","F3","F4","F5","F6","F7","F8","avertissement"
"NUM04","NUM",0.038075685940378,0.738130767805088,0.0191365440792238,-0.0524637960724196,0.00657912711965069,0.00295171336432087,-0.00282303367624309,0.017342560886239,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"NUM05","NUM",-0.0451992488250217,0.6248925155406,-0.0156960142451123,0.0322744993177833,-0.0140411954308068,-0.0153885562594806,0.0316933470249213,-0.0058970577953048,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"NUM06","NUM",0.0214950859732849,0.672684657016449,0.0254990911394755,0.0126945259735681,0.00524648003399384,-0.0297979269881464,-0.00913941240738961,-0.00758401985527139,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"DEV01","DEV",0.0636245296160999,-0.00806224644033681,0.0266735643328536,0.568103004475573,-0.0207955634680537,0.0316468650974811,0.00975413995535823,-0.0148962523539741,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"DEV02","DEV",-0.00475275394578486,-0.0343663540007253,0.0102021130539841,0.474218019952544,-0.0149604868867482,-0.0205733383088174,0.0457391279633379,0.0358695226143738,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"DEV03","DEV",0.0383148319527811,0.00950781236160171,-0.007305389580815,0.80796115542622,0.00699842914371521,-0.00276124495215432,0.0132906620772077,-0.0250644213164451,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"DEV04","DEV",-0.0540615354800072,0.0153922214217206,0.000922112544245818,0.656783999516485,0.0411202534865184,-0.0268633856057734,0.035543758381254,0.00574894588973467,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"DEV05","DEV",-0.0307441137284529,-0.0074358726190107,0.0294738186113269,0.737706810062727,-0.0104534986071345,0.0389483348547018,-0.0457439206589292,0.0434951980345154,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"DEV06","DEV",0.00551099433854176,0.0330039228719799,0.0083470530606459,0.619511580059815,-0.0152742246587069,0.0370680126883742,-0.00470504584572953,-0.0053240171121829,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"REL01","REL",0.755026195415411,0.00210838134553895,-0.00579761040591965,-0.0159107407897108,-0.0104276941686455,-0.0117660448241947,0.0161950334186823,0.000878054677355345,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"REL02","REL",0.636861679477286,-0.0281705901166481,-0.0151826050440496,-0.0185870713274569,0.0306249586807093,0.0353928845711384,-0.0118117993677827,0.0417303144761068,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"REL03","REL",0.67967308932858,0.0098066108939201,-0.0137196186734064,0.0765063565389313,0.0175347543777038,-0.00576463728180239,-0.0135816364839537,0.0218008080599623,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"REL04","REL",0.666118276104839,2.68400886451899e-05,-0.0181451443824673,-0.000257631276831649,0.019525916237431,-0.0338151159712968,0.0147267859880644,-0.0106960016791826,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"REL05","REL",0.778768012849346,0.028224291058395,0.0153455921247926,0.00662923769723179,-0.0027334619729936,0.0355410130004812,-0.000904915496001432,-0.0132635832032608,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
"REL06","REL",0.631245877918857,-0.0204836856895653,0.0433674488975689,-0.0452494685214772,-0.0157108302398413,-0.010197368095358,0.0187199381165211,-0.00258245983579145,"Données simulées à des fins de démonstration méthodologique. Les résultats présentés ne constituent pas des résultats officiels de la DEPP et ne décrivent pas la population réelle des enseignants."
